(No modificar) Número de OT;(No modificar) Suma de comprobación de fila;(No modificar) Fecha de modificación;Número de orden de trabajo;Fecha de creación;Hora Final SLA;Tipo de incidente principal;VIP (Caso) (Caso);SLA;Walver (Caso) (Caso);Terminal;Denominación;Calle 1;Ciudad;Código postal;Domicilio de la terminal;Estado o provincia;Latitud;Longitud;Modelo del terminal;Zona de servicio
5372e97e-9bf6-ed11-8848-00224838333c;anMx5jG2eMrcrR74jBBsBM985Xp3EiizyXmyoBQklnzlxxTYVZsPrcCSvugWPM57BhrOkqVYG+agvIoUiLe+Tg==;31/05/2023 14:19;OT-LAP2074925;19/05/2023 20:18;;Recupero por inactividad;No;Lapos OT - Masivo Urbano v2;No;47470943;CORRALON LA CANDELA;AV SAN MARTIN 564;LOS ALTOS;4723;AV SAN MARTIN 564;CATAMARCA;-31,23859;-64,46466;VE_390_PP101_P250;Urbano
645ff7ba-9af6-ed11-8848-00224838333c;cbSANmruZW/yQt1fHs4GAodKF7DxzkwQUlQL0xdT/x1CLRrrT+jgfzer5JxjSusDOrdzQs0NMn+GP7ixA7Suzw==;13/06/2023 23:06;OT-LAP2074893;19/05/2023 20:13;;Recupero por inactividad;No;Lapos OT - Masivo Extra Rural v2;No;47034072;FERRETERIA SANTA RITA;25 DE MAYO 675;MILAGRO;5274;25 DE MAYO 675;LA RIOJA;;;VE_390_PP101_P250;Extra Rural
ab6800a6-95f6-ed11-8848-00224838333c;O9zcdLHHq1jNt8yZDYxDDjDtSQdL/Ixu8CE95y1WbNUxTEVgyCJEAg4Ow89cpiLeogEhQ74iyG6QcABg4Q9yWw==;13/06/2023 23:06;OT-LAP2074667;19/05/2023 19:36;;Recupero por inactividad;No;Lapos OT - Masivo Ciudad v2;No;34190725;MOTTO S.R.L.;CATAMARCA 362;LA RIOJA;5300;CATAMARCA 362;LA RIOJA;-28,47730;-65,78154;VE_390_PP101_P250;Ciudad
88ff3a56-95f6-ed11-8848-00224838333c;wYYR6uAWBO0LQbPLOOYNRY4XXfSkWichEOrVZHUGcwoWsH960jHvfWP4mNk7OSGI7fpwKlax7RMsvCQOjW/8Pg==;13/06/2023 23:06;OT-LAP2074648;19/05/2023 19:34;;Recupero por inactividad;No;Lapos OT - Masivo Ciudad v2;No;34186798;MINI MARKET MARIA;Mora Blanca 2;LA RIOJA;5300;Mora Blanca 2;LA RIOJA;;;VE_390_PP101_P250;Ciudad
3bf953de-94f6-ed11-8848-00224838333c;MYq0sOpj+d7XZXWy1UIzza08aTJPw6+7qwIp6jMlIn/koR3hLxzvsysloCkX+7scLuY78aBDIjOw06jEcawOEw==;19/05/2023 22:31;OT-LAP2074625;19/05/2023 19:31;;Recupero por inactividad;No;Lapos OT - Masivo Ciudad v2;No;34178667;COOPERATIVA DE TRABAJO OFICIOS;CATAMARCA 1646;SAN MIGUEL DE TUCUMAN;4000;CATAMARCA 1646;TUCUMAN;-26,80729;-65,20704;VE_390_PP101_P250;Ciudad
da67a85d-93f6-ed11-8848-00224838333c;b5PCcvWvBL9oNTkOmOs/gp2mBAgl4l3wYOsy/FdDD4o5TRe9VFuNZ1VNh++HUyIWaIRhjn7icybg5lWfBBJtDw==;19/05/2023 22:20;OT-LAP2074544;19/05/2023 19:20;;Recupero por inactividad;No;Lapos OT - Masivo Ciudad v2;No;34149395;BAR PUERTO A;EMBALSE EL CADILLAL R347 24;KILOMETRO 810 (APEADERO FCGB);4000;EMBALSE EL CADILLAL R347 24;TUCUMAN;;;VE_390_PP101_P250;Ciudad
413f3223-93f6-ed11-8848-00224838333c;fO54yDzkVu0lARV9yq3k2vI/xFN57Fn1exF62p3LqKd8f9jjuBmxM1WcHDCRcGcmIDygqkbg467sYlmsoigXaQ==;19/05/2023 22:19;OT-LAP2074535;19/05/2023 19:19;;Recupero por inactividad;No;Lapos OT - Masivo Ciudad v2;No;34146379;CARNICERIA ANITA;AV. AMERICO VESPUCIO 2156;SAN MIGUEL DE TUCUMAN;4000;AV. AMERICO VESPUCIO 2156;TUCUMAN;;;VE_390_PP101_P250;Ciudad
e0aa9fcb-86f6-ed11-8848-00224838333c;xiS+IpU0bVtHD5nzEtb+jmnF/Jg4AQuZbtFEfn7k2224yaYMLw+e7lm8rHjBOp1qlVeGfJMbPRD+XwJAKHYJYQ==;16/06/2023 18:28;OT-LAP2073960;19/05/2023 17:50;;Recupero por inactividad;No;Lapos OT - Masivo Ciudad v2;No;16269098;MACIAS GIL MANUEL IGNACIO;AVDA PROVINCIA DE CATAMARCA 1081;SAN MIGUEL DE TUCUMAN;4000;AVDA PROVINCIA DE CATAMARCA 1081;TUCUMAN;-26,81471;-65,20875;N910;Ciudad
31b5b3c4-7df6-ed11-8848-00224838333c;botgUUds9rJZCBHsidWd+DMRXreZzzdTfpnDxXnCYgO9Zlpo4qsUj68ATaAvx/ZiQFxQVnC7YXaULTkrCLtSEA==;13/06/2023 23:06;OT-LAP2073536;19/05/2023 16:45;;Recupero por inactividad;No;Lapos OT - Masivo Rural v2;No;16199036;Super Vasquecito;ARTURO ILLIA Y 9 DE JULIO 1;CHILECITO;5360;ARTURO ILLIA Y 9 DE JULIO 1;LA RIOJA;;;N910;Rural
12830e05-7df6-ed11-8848-00224838333c;iQeFSIFt0j+A+isLglyrtmJJMujxF2fjZ5V0Fy3brEJijMA4O1G+ZQGacraOK1SCsttaMI35Ft63Am9XTPwtlQ==;13/06/2023 23:05;OT-LAP2073507;19/05/2023 16:40;;Recupero por inactividad;No;Lapos OT - Masivo Rural v2;No;16194637;Don David;ACC PTE ILLIA 381;CHILECITO;5360;ACC PTE ILLIA 381;LA RIOJA;;;N910;Rural
1e8341ee-77f6-ed11-8848-00224838333c;Io6F8KHDnuIIESYJORyMsySq3eJ036bW6MVTtDioRVRGTtk67vxwz8vby/OKkS6tByaRuMltcfwGkRLoTK7Hwg==;13/06/2023 23:05;OT-LAP2073317;19/05/2023 16:04;;Recupero por inactividad;No;Lapos OT - Masivo Rural v2;No;16168896;Carniceria Mendez 2;AV J D PERON 467;CHILECITO;5360;AV J D PERON 467;LA RIOJA;;;N910;Rural
2f42475e-77f6-ed11-8848-00224838333c;t7/vD/Tsl6rK+8UnVtlG1RNy2ZjY9+qH3j+o6r3Gex74VMNBMmwHkDNIuCmciUxZZ+sfDs65DZOnM7hT+jZBOw==;13/06/2023 23:05;OT-LAP2073293;19/05/2023 16:00;;Recupero por inactividad;No;Lapos OT - Masivo Ciudad v2;No;16166187;Pimp;Las Acacias  22;AMILGANCHO;5300;Las Acacias  22;LA RIOJA;;;N910;Ciudad
15be7b32-76f6-ed11-8848-00224838333c;X38hvo3NaAGb+ku0kbaeoZivLfAzVkitBswtRbfHeN2XPuPiE+BK9gqyboUlJh94JuZcDJOfFcXGo1yy9SWQkg==;31/05/2023 14:07;OT-LAP2073242;19/05/2023 15:51;;Recupero por inactividad;No;Lapos OT - Masivo Urbano v2;No;16162522;BUSTO ROXANA BEATRIZ;RIVADAVIA 1126 1;SAN FERNANDO DEL VALLE DE CATAMARCA;4700;RIVADAVIA 1126 1;CATAMARCA;-28,47513;-65,77807;N910;Urbano
d761e69b-c4f5-ed11-8848-002248383558;kjFGpDBb1O2xvUTQM1DA4S0Zmvw7fGoJZenDOm6qR79vjvuaGZYQuAF6WD6NtHOW/uMMpc7fhuiSaPlZtggX3g==;31/05/2023 14:07;OT-LAP2070281;18/05/2023 18:40;;Baja terminal;No;Lapos OT - Masivo Extra Rural v2;No;16128457;ANASTASIA;DERMIDIO NARVAEZ ESQUINA PASAJ 149;SAN ISIDRO;4707;DERMIDIO NARVAEZ ESQUINA PASAJ 149;CATAMARCA;;;N910;Extra Rural
af1fcdc9-0af5-ed11-8848-000d3ac1611c;4GRwX+G8rAFzE7UDE03d34nW01bn+DUUPtpz70gRzt1MQKMPFLVYaIhFS3s/NuIWEU5/BHf/Yb0yBDfVEWSvdA==;17/05/2023 23:30;OT-LAP2067543;17/05/2023 20:30;;Customer Service;;Lapos OT - Masivo Ciudad v2;;16320496;LA ABASTECEDORA CARNES;REP DE ITALIA 1430 0;SAN MIGUEL DE TUCUMAN;4000;REP DE ITALIA 1430 0;TUCUMAN;;;N910;Ciudad
6a6d94f6-4ef3-ed11-8848-0022483839d8;nchLCZ7Pujmaq4C6O9F+KFqLNJiXcLtR41tPiApJxFqJ7gDYjF/ooLM37PSl6nq46FFJv0EJrP2yaV1EJP9RqA==;09/06/2023 12:06;OT-LAP2062777;15/05/2023 15:33;;Baja terminal;No;Lapos OT - Masivo Extra Rural v2;No;16117260;PAUSA;LOBO DE LA VEGA  817;YERBA BUENA;4100;LOBO DE LA VEGA  817;TUCUMAN;;;N910;Ciudad
bb6369f3-dff0-ed11-8848-002248383558;zeY0djHi9cu69RkBZ1gexepqC8eVNvEUjaJm1eWovWQF6Jgxayz0vn0mxmZvBPKcC9+v5Them6KIWDNH7uw4mw==;12/05/2023 16:16;OT-LAP2059597;12/05/2023 13:13;;Recambio de equipo;No;Lapos OT - Masivo Extra Rural v2;No;35402496;PELOS;MISIONES 132;SAN MIGUEL DE TUCUMAN;4.000;MISIONES 132;TUCUMAN;-26,84659;-65,20267;VE_390_PP101_P250;
d75d5edb-dff0-ed11-8848-00224838333c;GxWT7UkQH7Xkcyg54q8h4ckN9pY0fit0wK04fBJWjrLWaadwuNII6bGFZyTp7hkBkH13XFniuPvTBXcCP2/j0g==;12/05/2023 16:16;OT-LAP2059507;12/05/2023 13:13;;Recambio de equipo;No;Lapos OT - Masivo Extra Rural v2;No;35037198;I N D;Sector:11 Mz: 3 Lot:7;LOMAS DE TAFI;4.103;Sector:11 Mz: 3 Lot:7;TUCUMAN;;;VE_390_PP101_P250;
3ea585d6-dff0-ed11-8848-002248d2defa;67B5ymbFrVQzR2LDM6iN8f6lx5q0DhOhJIFQHw9aWfvVIXlWc85oiso9gipWHAUhjuyF7ecnkHjmX7Eb82qXzA==;12/05/2023 16:16;OT-LAP2059497;12/05/2023 13:12;;Recambio de equipo;No;Lapos OT - Masivo Extra Rural v2;No;14034737;VETERINARIA AFRICANDER;RONDEAU 1703;SAN MIGUEL DE TUCUMAN;4.000;RONDEAU 1703;TUCUMAN;-26,83805;-65,22613;VE_390_PP101_P250;
4f37b7cf-dff0-ed11-8847-002248383caa;SdN3El8TchsdQyoh3k2EgR4Xj+4Fbu16rgFOCOd8ZkNB6Lh6CW6LVx0wZFE4JK8PQodHntI97aDm9ORovfweCw==;17/06/2023 12:40;OT-LAP2059450;12/05/2023 13:12;;Recambio de equipo;No;Lapos OT - Masivo Extra Rural v2;No;35402513;DON BOSCO SANITARIOS;ASUNCION 302;SAN MIGUEL DE TUCUMAN;4.000;ASUNCION 302;TUCUMAN;-26,82277;-65,22210;VE_390_PP101_P250;
ede294ca-dff0-ed11-8848-002248d2defa;ysWfPy3hmbNJwePceCOZWqNynpOff3YEpQOkVikJ4hRrmp8BjjP/G/X5+b3OlZgJk78StAfTJCvosfAW28FCtQ==;12/05/2023 16:16;OT-LAP2059432;12/05/2023 13:12;;Recambio de equipo;No;Lapos OT - Masivo Extra Rural v2;No;47410584;ANTONELLA MODAS;PUBLICA S/N 0;ARAOZ;4.178;PUBLICA S/N 0;TUCUMAN;;;VE_390_PP101_P250;
f61dc7bd-dff0-ed11-8847-002248383caa;qCMteiSTCWk/8CdOvVP/AaXxszG2QYRzizPl994ibxLZG1+9SRUogWmxPXFUDQtPgTJtnuSQ8fC1sZjeupqjjw==;16/05/2023 18:53;OT-LAP2059363;12/05/2023 13:12;;Recambio de equipo;No;Lapos OT - Masivo Extra Rural v2;No;17402059;LA CRUZ DEL SUR;JUJUY 1412;SAN MIGUEL DE TUCUMAN;4.000;JUJUY 1412;TUCUMAN;-26,84911;-65,21533;VE_390_PP101_P250;
503b46b7-dff0-ed11-8848-002248383558;0/xBaFEOe7tX6NNUEuGl4a3lun1t0kVJZnebr+jHFr9/acS9twYwE5Tksc6uJ89ktmF0982LR1vu/uslarh5bg==;16/06/2023 18:27;OT-LAP2059344;12/05/2023 13:12;;Recambio de equipo;No;Lapos OT - Masivo Extra Rural v2;No;31401520;BRUNO ESTILISTA;GENERAL PAZ 417;TUCUMAN;4.000;GENERAL PAZ 417;TUCUMAN;-26,83660;-65,20494;VE_390_PP101_P250;
f20dd0ae-dff0-ed11-8848-00224838333c;bOcUJsWqi9Yxtudnb/XFGIjj2f0DRBzcUyVPs9UUv2fVuKXAHx8SOAy9sND3LyO2PJoGcvCCRUNg/B0X7SaSCw==;16/06/2023 18:28;OT-LAP2059307;12/05/2023 13:11;;Recambio de equipo;No;Lapos OT - Masivo Extra Rural v2;No;35021156;LASER OPTICA;MARCOS PAZ 892;SAN MIGUEL DE TUCUMAN;4.000;MARCOS PAZ 892;TUCUMAN;-26,82027;-65,20808;VE_390_PP101_P250;
0fe488ac-dff0-ed11-8848-002248d2defa;Y2gPvwCkLmSmAr9tIqM5OlltVzgdWLk6SaUn2QKo9OcIEgSbDVaAQ57pPahOo+bUGQI6gGED0qGpasvZFgNbkg==;16/06/2023 18:28;OT-LAP2059283;12/05/2023 13:11;;Recambio de equipo;No;Lapos OT - Masivo Extra Rural v2;No;33410478;RS COMUNICACIONES Y SERV;LAPRIDA 270;FAMAILLA;4.132;LAPRIDA 270;TUCUMAN;;;VE_390_PP101_P250;
cc63b6a3-dff0-ed11-8848-0022483837ce;+riJ18iEMy7pYSL25cDl7vOeplGovu09CELLHE9JqTTZlaj2JOq9zCEuoQsiQuLX64tmp1S22wPAuG2y8hXFdQ==;12/05/2023 16:15;OT-LAP2059230;12/05/2023 13:11;;Recambio de equipo;No;Lapos OT - Masivo Extra Rural v2;No;17402310;FCIA LA ESQUINA;SARGENTO CABRAL 2050;SAN MIGUEL DE TUCUMAN;4.000;SARGENTO CABRAL 2050;TUCUMAN;-26,79727;-65,23013;VE_390_PP101_P250;
0269f98a-dff0-ed11-8848-00224838333c;a3mm4hvu7LtmyMuU5pTwjIaNlkuPOFPwBRgVm3KXEgmxt5tGcryuveRUP57sWm9rUfiKv2CkVqU0mceRP7HGrw==;12/05/2023 16:15;OT-LAP2059121;12/05/2023 13:10;;Recambio de equipo;No;Lapos OT - Masivo Extra Rural v2;No;35011459;BICICLETERIA SANDRO;CORONEL ZELAYA 1147;SAN MIGUEL DE TUCUMAN;4.000;CORONEL ZELAYA 1147;TUCUMAN;-26,83972;-65,24249;VE_390_PP101_P250;
0d63a37a-dff0-ed11-8848-0022483839d8;nHKogdYOQSr3fsPQnzC/tYByDUz2+f8CZfGD7aCUvB6OaLk9OGbiyd7An96Xp7fW15jU+5337h9KEkBzUFPhLA==;12/05/2023 16:15;OT-LAP2059044;12/05/2023 13:10;;Recambio de equipo;No;Lapos OT - Masivo Extra Rural v2;No;12400124;NH COMPUTACION;CRISOSTOMO ALVAREZ 1301;TUCUMAN;4.000;CRISOSTOMO ALVAREZ 1301;TUCUMAN;-26,82989;-65,21624;VE_LEC_V5;
11b6036e-dff0-ed11-8848-002248383558;jjUqZegBz4EU2My5JOaLLOyLyxLYbvMoCdIdIubK9qEgfyqQ1GjmmFCzoQnWRyPDpTzSxYBfhenCY1qTJr1jBA==;12/05/2023 16:14;OT-LAP2058998;12/05/2023 13:10;;Recambio de equipo;No;Lapos OT - Masivo Extra Rural v2;No;17403016;FARMACIA CLAUDIA;JUJUY 245;SAN MIGUEL DE TUCUMAN;4.000;JUJUY 245;TUCUMAN;-26,83314;-65,21183;VE_390_PP101_P250;
c720c970-dff0-ed11-8848-002248d2defa;pfjj4242TNGvQQVPeMW8pbtbzjmMyvShXsO4+n6E2f/AdkRJ6Mso54MuoKd6gJz000YnK1bREzPwYlGN/8STBw==;12/05/2023 16:15;OT-LAP2058993;12/05/2023 13:10;;Recambio de equipo;No;Lapos OT - Masivo Extra Rural v2;No;15027467;EQUALLY;ALBERDI 97;SAN MIGUEL DE TUCUMAN;4.000;ALBERDI 97;TUCUMAN;-26,83012;-65,21432;VE_390_PP101_P250;
fa051d52-dff0-ed11-8847-002248383caa;d5kl6I590+zxIGU1uCW3k+k9j/QzZbZ16h7lySOUOV35N6ygPMC15bMkHFcVT1EZSykVRH/GpsBdxdHCsf90AQ==;15/06/2023 12:35;OT-LAP2058870;12/05/2023 13:09;;Recambio de equipo;No;Lapos OT - Masivo Extra Rural v2;No;14012706;DE LISI FRANCO;AV. AMERICA 1547 4000;SAN MIGUEL DE TUCUMAN;4.000;AV. AMERICA 1547 4000;TUCUMAN;;;VE_390_PP101_P250;
de9d9039-dff0-ed11-8848-0022483839d8;UOUjLDnyHF0fALkIm9qUb11rv4hmGVDZ1lmE/pO+hKEor8Jk0rwYCbFuRfhElqSEU085IdBNNLNVD1l3jcY4KQ==;07/06/2023 12:07;OT-LAP2058752;12/05/2023 13:08;;Recambio de equipo;No;Lapos OT - Masivo Extra Rural v2;No;35400963;DIAGNOSTICO REMIS;AV SALTA 793;SAN MIGUEL DE TUCUMAN;4.000;AV SALTA 793;TUCUMAN;-26,81909;-65,20801;VE_390_PP101_P250;
4c833c37-dff0-ed11-8848-00224838333c;TKQ1DVTOml8LHbfdXS4KZ6nDsiH294bOvnJRumySw0c7XzbABTvbso/mgqqNn6kkhREG+ZV/i3hj0syra3jT4A==;15/06/2023 19:16;OT-LAP2058723;12/05/2023 13:08;;Recambio de equipo;No;Lapos OT - Masivo Extra Rural v2;No;35047758;FUNDACION GARDEL SCHOOL;ITALIA 3125;SAN MIGUEL DE TUCUMAN;4.000;ITALIA 3125;TUCUMAN;-26,80812;-65,24096;VE_390_PP101_P250;
084c1d32-dff0-ed11-8848-0022483837ce;KephzWoUahRdZs2Lf9XgBld9wZdfxHBoiA2BCLgOqIbNyMsK9ZYG1FFmzSM1KOEELixSgVHkd0LQszdkbC40mg==;13/06/2023 23:03;OT-LAP2058716;12/05/2023 13:08;;Recambio de equipo;No;Lapos OT - Masivo Extra Rural v2;No;17530811;FARMACIA SAN PABLO;ALBERDI 844;LA RIOJA;5.300;ALBERDI 844;LA RIOJA;-29,41023;-66,86053;VE_VX520;
66e64b2b-dff0-ed11-8848-00224838333c;o/3Ud6bvEEPBoPBsxHForynZeuoUqkTcFQuufjQYKdOijvil1qCRhLpob9M89Syk0ZAFnYo6Qdq+OebffSFBvQ==;06/06/2023 12:26;OT-LAP2058679;12/05/2023 13:08;;Recambio de equipo;No;Lapos OT - Masivo Extra Rural v2;No;47025770;CLARITY JOYAS;MAIPU 150-154 L:19;SAN MIGUEL DE TUCUMAN;4.000;MAIPU 150-154 L:19;TUCUMAN;-26,83020;-65,20780;VE_390_PP101_P250;
23270e22-dff0-ed11-8848-002248d2defa;gEi1eaeqxGXQgda8+AXvAt8aBSaV7Fhsxmp7OaFjT4xFu2mKMdye4dKzEFjNqPoyX2W27RYuh9jKYB8UHW378Q==;01/06/2023 18:57;OT-LAP2058624;12/05/2023 13:07;;Recambio de equipo;No;Lapos OT - Masivo Extra Rural v2;No;35032660;SUPER MERCADO LUNA;COCHABAMBA 320;TAFI VIEJO;4.103;COCHABAMBA 320;TUCUMAN;-26,72521;-65,25751;VE_390_PP101_P250;
857d561f-dff0-ed11-8848-00224838333c;AyFHjyM8urrY5mxCDWEpSLJkAeeEnA7sFU4/WkPlX5Dv/KIkhbGAvNPaC6G+5cWUnMzfNaIiWKdC5zYq6XvxNg==;12/05/2023 16:11;OT-LAP2058608;12/05/2023 13:07;;Recambio de equipo;No;Lapos OT - Masivo Extra Rural v2;No;31400182;TRIVIÑO JUAN JOSE;SAN MARTIN 1492;SAN MIGUEL DE TUCUMAN;4.000;SAN MARTIN 1492;TUCUMAN;-26,82650;-65,21964;IN_AQUA;
48c95f1c-dff0-ed11-8847-002248383caa;DVQSRrKROu4BochTDl/ROA37QmXRKLQZ8DBoONdCquCIO2VfCKgX6mBhs6ViL6/ynHyIYaRJGKXaiSfrk6MvFA==;12/05/2023 16:12;OT-LAP2058595;12/05/2023 13:07;;Recambio de equipo;No;Lapos OT - Masivo Extra Rural v2;No;14053798;ZHUANG QIAN QIAN;COCHABAMBA 320;COMUNA LA ESPERANZA;4.103;COCHABAMBA 320;TUCUMAN;-26,72521;-65,25751;VE_390_PP101_P250;
81916d0d-dff0-ed11-8848-00224838333c;0ZA7narzSPk73v8EKaheJU25MzD01SPDL/m9RhapAVM0RTbqGWv9lsQtUbly9nQrIrrOHwh33Mdz/LWwlNEEXg==;13/06/2023 19:13;OT-LAP2058528;12/05/2023 13:07;;Recambio de equipo;No;Lapos OT - Masivo Extra Rural v2;No;17400607;ROSI LEGUINA PELUQUERIA;GRAL PAZ 259  LOC;SAN MIGUEL DE TUCUMAN;4.000;GRAL PAZ 259  LOC;TUCUMAN;-26,82334;-65,22381;VE_5150;
32ef57fc-def0-ed11-8848-002248383558;ycge6Fo11wmGiDdMg9E2zQqaa2w+eUZO8+g1Nl8yo8D712rAl8GW/5UxoA2WB+XLZl3dnIXSGpTknHlxs0P1Tg==;12/05/2023 16:10;OT-LAP2058439;12/05/2023 13:06;;Recambio de equipo;No;Lapos OT - Masivo Extra Rural v2;No;14049543;VILLAFA?E MARIA ELENA;BARRIO SEOC AVENIDA COLON 2083 00;SAN MIGUEL DE TUCUMAN;4.000;BARRIO SEOC AVENIDA COLON 2083 00;TUCUMAN;-26,82544;-65,23204;VE_390_PP101_P250;
cb5fb7fd-def0-ed11-8848-0022483839d8;Jfqvc/J7HMBOAQ+bXr0QGb2xToXjKsOG9VIOlOCfCcKh+rlhWYD7PFlsnqxrptji8bRbCFTJttKMCwm01jIEYQ==;12/05/2023 16:09;OT-LAP2058431;12/05/2023 13:06;;Recambio de equipo;No;Lapos OT - Masivo Extra Rural v2;No;35411415;MERCERIA MARTINIANO;TORQUINST 299;LASTENIA;4.111;TORQUINST 299;TUCUMAN;;;VE_390_PP101_P250;
0b238aec-def0-ed11-8847-002248383caa;FILYn+SsYt9xBbgShGe3KDxNASk2rTZ4ljpwn2Q5A9BUrYktOUi3IsaKvzeM+84HjslWZk5G7e5oRzSZX4ptUg==;12/05/2023 16:07;OT-LAP2058353;12/05/2023 13:06;;Recambio de equipo;No;Lapos OT - Masivo Extra Rural v2;No;14047104;ALONSO MOTOS;CALLE 5 N? 170;VILLA MARIANO MORENO;4.101;CALLE 5 N? 170;TUCUMAN;;;VE_390_PP101_P250;
72228aec-def0-ed11-8847-002248383caa;WglzKsdQf1MthZ/jhPu7XrAwKiLYFnLQfkzTMXop1NsGYhbEGlqv/UasUVRlu53iY5pbEVvzGX49mCgRg7H6PA==;02/06/2023 18:25;OT-LAP2058347;12/05/2023 13:06;;Recambio de equipo;Sí;Lapos OT - VIP Extra Rural v2;No;17401755;ASUNT I;SAN MARTIN 864;SAN MIGUEL DE TUCUMAN;4.000;SAN MARTIN 864;TUCUMAN;-26,82868;-65,21005;VE_390_PP101_P250;
15e6b0d1-def0-ed11-8848-00224838333c;OnSjRoBJt35ZtMf87vb5LRbNPjmNVFOwQJsKlLBssXz2q2FFXnmxuIPd0A0bQa5Txxggu3g1qRt2Glu5UWK3WQ==;12/05/2023 16:06;OT-LAP2058243;12/05/2023 13:05;;Recambio de equipo;No;Lapos OT - Masivo Extra Rural v2;No;35050523;JAZMIN MODAS;DELFIN GALLO 2160;SAN MIGUEL DE TUCUMAN;4.000;DELFIN GALLO 2160;TUCUMAN;;;VE_390_PP101_P250;
00ae449b-39f0-ed11-8848-0022483839d8;eCtnr1J69ZSJ1VKUFO8Wnzj5iOBCQJ3r03JhPSF9su8i/YUVfkIS4Yace5GeU0MziiOp/2+xhC1wkHRywtH4bw==;13/06/2023 19:21;OT-LAP2056925;11/05/2023 17:22;;Recambio de equipo;Sí;Lapos OT VIP - Ciudad v2;No;31400691;OPTICA INTEGRAL;HIPER LIBERTAD AV. ROCA - LOCAL 19;SAN MIGUEL DE TUCUMAN;4000;HIPER LIBERTAD AV. ROCA - LOCAL 19;TUCUMAN;;;;Ciudad
912fdc98-39f0-ed11-8847-002248383caa;mfIZH/ZD4eunaQcxPQy6JUem6dhwvUttphWnzjQfRZlRZTJ2tcz0VHpdHzXhj8WsMPDUn9wc8/n3/DLwj0u50A==;14/06/2023 18:34;OT-LAP2056924;11/05/2023 17:22;;Recambio de equipo;Sí;Lapos OT VIP - Ciudad v2;No;12400296;GALVEZ MEDICINA PRIVADA;AV ALEM Nº  160;SAN MIGUEL DE TUCUMAN;4000;AV ALEM Nº  160;TUCUMAN;-26,81834;-65,19653;;Ciudad
e0b17186-39f0-ed11-8848-002248d2defa;zjZVzxK4Ukbq+ri1zPCoztIV9ZmpiYVyJV2mg1BluP148aUk1FTsLgT/1ZBXK3mj9zJ7HMFbLzwXBDK2qhRYiQ==;12/06/2023 12:44;OT-LAP2056882;11/05/2023 17:22;;Recambio de equipo;No;Lapos OT - Masivo Ciudad v2;No;34093766;CUBICA;SAN JUAN 934;SAN MIGUEL DE TUCUMAN;4000;SAN JUAN 934;TUCUMAN;-26,82421;-65,20970;;Ciudad
1eb1358a-39f0-ed11-8848-00224838333c;VsyNmMt7Uhzarq55OHkEn0gyac171H9/LdUGTfKeRGELMT0zZ7DEVsuHoNpdDrruL506i6TWQHVUJltWwHnz+A==;13/06/2023 12:02;OT-LAP2056880;11/05/2023 17:22;;Recambio de equipo;No;Lapos OT - Masivo Rural v2;No;31410297;LEON HOGAR;HORTENCIA MEDINA 45;TRANCAS;4124;HORTENCIA MEDINA 45;TUCUMAN;;;;Rural
2530687d-39f0-ed11-8848-002248383558;pkj59GsaNLvcvSoiMTyUTOncJ35/PWPKw3ieTdIhvEkCnn0YiVcBEfy7kBfO70fc98wFZ2mOKAHt0ezAQ5fDzw==;02/06/2023 13:38;OT-LAP2056856;11/05/2023 17:22;22/05/2023 21:00;Recambio de equipo;No;Lapos OT - Masivo Ciudad v2;Sí;34175255;PESCADERIA LAS MALVI;ISLAS MALVINAS 201;SALTA;4400;ISLAS MALVINAS 201;SALTA;-24,79206;-65,41814;;Ciudad
542c7571-39f0-ed11-8848-002248383558;BnM1Pfdh2qu5AfOlcnASaqi7YRLMxIezbORd17qFhfytNSdDw3SsUBSIjIEuikeJoYp/1yYAirMrsN6ucZlKNg==;31/05/2023 14:06;OT-LAP2056813;11/05/2023 17:21;;Recambio de equipo;No;Lapos OT - Masivo Extra Rural v2;No;17470039;ALUMINE;AVDA. PRESIDENTE CASTILLO 980;VALLE VIEJO;4707;AVDA. PRESIDENTE CASTILLO 980;CATAMARCA;;;;Extra Rural
c5d2f9f4-d4ed-ed11-8848-002248383caa;ee5RGd/xkFrkpwkk2PjHH5EHuHtCyfpK2Ahc1JKtTfYp3wsFblxv6Oz+5WZ6c0HhpjqeJr5JCSEX7WrDhzuWkw==;01/06/2023 18:57;OT-LAP2049927;08/05/2023 16:17;;Recambio de equipo;No;Lapos OT - Masivo Rural v2;No;17411734;FERRETERIA LA ESQUINA;B° LOMAS DE TAFI - SECTOR 15 - MZ: 5 - CASA: 6;TAFI VIEJO;4103;B° LOMAS DE TAFI - SECTOR 15 - MZ: 5 - CASA: 6;TUCUMAN;4,21009;-74,63426;;Rural
9c143cae-ceed-ed11-8849-002248383558;TtK7OxcEy5JFVEXHppZl9pQF/tOgOnA4CnERuE74KByXDc3jRojAbjpDR4KDySsKtPeenntBbHR3c2NSeB7slg==;15/06/2023 12:35;OT-LAP2049831;08/05/2023 15:32;;Recambio de equipo;No;Lapos OT - Masivo Ciudad v2;No;31401959;POLLANO SANITARIOS;JOSE COLOMBRES 368;SAN MIGUEL DE TUCUMAN;4000;JOSE COLOMBRES 368;TUCUMAN;;;;Ciudad
